04.04.2023,16:40,4.09
05.04.2023,12:06,4.07
10.04.2023,21:48,3.89
11.04.2023,07:46,3.88
11.04.2023,23:57,3.85
14.04.2023,22:00,3.71
17.04.2023,08:00,3.63
18.04.2023,19:00,3.57
20.04.2023,01:00,3.53
20.04.2023,19:35,3.48
21.04.2023,14:50,3.45
